sta4 year mo dy hr mi sec geodkm
B078 2008 7 29 18 42 20 311.96
B079 2008 7 29 18 42 20 293.62
B081 2008 7 29 18 42 20 108.99
B082 2008 7 29 18 42 20 122.67
B084 2008 7 29 18 42 20 134.44
B086 2008 7 29 18 42 20 129.72
B087 2008 7 29 18 42 20 126.01
B088 2008 7 29 18 42 20 130.36
B089 2008 7 29 18 42 20 122.60
B093 2008 7 29 18 42 20 108.39
B900 2008 7 29 18 42 20 277.97
B901 2008 7 29 18 42 20 287.41
B916 2008 7 29 18 42 20 252.07
B917 2008 7 29 18 42 20 171.47
B918 2008 7 29 18 42 20 224.22
B921 2008 7 29 18 42 20 187.84
B001 2008 8 25 22 24 57 449.24
B003 2008 8 25 22 24 57 375.51
B004 2008 8 25 22 24 57 351.56
B005 2008 8 25 22 24 57 421.83
B006 2008 8 25 22 24 57 422.03
B007 2008 8 25 22 24 57 421.81
B009 2008 8 25 22 24 57 417.25
B010 2008 8 25 22 24 57 417.23
B011 2008 8 25 22 24 57 417.46
B012 2008 8 25 22 24 57 264.46
B013 2008 8 25 22 24 57 470.96
B014 2008 8 25 22 24 57 416.41
B017 2008 8 25 22 24 57 456.92
B018 2008 8 25 22 24 57 494.39
B019 2008 8 25 22 24 57 468.94
B020 2008 8 25 22 24 57 472.84
B022 2008 8 25 22 24 57 496.32
B926 2008 8 25 22 24 57 366.99
B927 2008 8 25 22 24 57 320.72
B928 2008 8 25 22 24 57 293.68
B943 2008 8 25 22 24 57 470.92
B001 2008 9 11 23 13 34 446.77
B003 2008 9 11 23 13 34 372.58
B004 2008 9 11 23 13 34 354.41
B005 2008 9 11 23 13 34 419.51
B006 2008 9 11 23 13 34 419.69
B007 2008 9 11 23 13 34 419.43
B009 2008 9 11 23 13 34 436.31
B010 2008 9 11 23 13 34 436.34
B011 2008 9 11 23 13 34 436.55
B012 2008 9 11 23 13 34 306.71
B013 2008 9 11 23 13 34 461.16
B014 2008 9 11 23 13 34 392.99
B017 2008 9 11 23 13 34 417.16
B018 2008 9 11 23 13 34 457.75
B019 2008 9 11 23 13 34 417.77
B020 2008 9 11 23 13 34 412.06
B022 2008 9 11 23 13 34 423.50
B023 2008 9 11 23 13 34 477.68
B024 2008 9 11 23 13 34 444.59
B026 2008 9 11 23 13 34 465.40
B926 2008 9 11 23 13 34 394.84
B927 2008 9 11 23 13 34 369.01
B928 2008 9 11 23 13 34 328.02
B943 2008 9 11 23 13 34 461.13
B001 2008 9 11 23 26 28 447.31
B003 2008 9 11 23 26 28 373.08
B004 2008 9 11 23 26 28 354.85
B005 2008 9 11 23 26 28 420.04
B006 2008 9 11 23 26 28 420.21
B007 2008 9 11 23 26 28 419.95
B009 2008 9 11 23 26 28 436.64
B010 2008 9 11 23 26 28 436.67
B011 2008 9 11 23 26 28 436.88
B012 2008 9 11 23 26 28 306.72
B013 2008 9 11 23 26 28 461.77
B014 2008 9 11 23 26 28 393.68
B017 2008 9 11 23 26 28 418.01
B018 2008 9 11 23 26 28 458.58
B019 2008 9 11 23 26 28 418.71
B020 2008 9 11 23 26 28 413.08
B022 2008 9 11 23 26 28 424.60
B023 2008 9 11 23 26 28 478.71
B024 2008 9 11 23 26 28 445.75
B026 2008 9 11 23 26 28 466.60
B926 2008 9 11 23 26 28 395.06
B927 2008 9 11 23 26 28 369.02
B928 2008 9 11 23 26 28 328.14
B943 2008 9 11 23 26 28 461.73
B027 2008 10 26 9 27 25 486.64
B028 2008 10 26 9 27 25 486.21
B030 2008 10 26 9 27 25 436.53
B031 2008 10 26 9 27 25 388.52
B032 2008 10 26 9 27 25 388.87
B033 2008 10 26 9 27 25 356.15
B035 2008 10 26 9 27 25 267.51
B036 2008 10 26 9 27 25 267.79
B039 2008 10 26 9 27 25 223.92
B040 2008 10 26 9 27 25 253.14
B045 2008 10 26 9 27 25 60.42
B054 2008 10 26 9 27 25 342.15
B057 2008 10 26 9 27 25 308.35
B058 2008 10 26 9 27 25 469.43
B065 2008 10 26 9 27 25 479.87
B066 2008 10 26 9 27 25 463.52
B067 2008 10 26 9 27 25 473.36
B933 2008 10 26 9 27 25 65.75
B934 2008 10 26 9 27 25 96.67
B935 2008 10 26 9 27 25 94.85
B019 2008 11 14 1 48 40 480.53
B020 2008 11 14 1 48 40 448.60
B022 2008 11 14 1 48 40 410.66
B023 2008 11 14 1 48 40 472.23
B024 2008 11 14 1 48 40 392.46
B026 2008 11 14 1 48 40 373.34
B027 2008 11 14 1 48 40 397.56
B028 2008 11 14 1 48 40 397.31
B030 2008 11 14 1 48 40 400.50
B031 2008 11 14 1 48 40 347.37
B032 2008 11 14 1 48 40 347.68
B033 2008 11 14 1 48 40 369.35
B035 2008 11 14 1 48 40 364.28
B036 2008 11 14 1 48 40 364.34
B039 2008 11 14 1 48 40 477.92
B040 2008 11 14 1 48 40 464.95
B045 2008 11 14 1 48 40 448.72
B933 2008 11 14 1 48 40 482.11
B935 2008 11 14 1 48 40 469.92
B031 2008 11 28 13 42 24 475.66
B032 2008 11 28 13 42 24 476.06
B033 2008 11 28 13 42 24 460.63
B035 2008 11 28 13 42 24 387.99
B036 2008 11 28 13 42 24 388.26
B039 2008 11 28 13 42 24 403.21
B040 2008 11 28 13 42 24 421.32
B045 2008 11 28 13 42 24 259.09
B057 2008 11 28 13 42 24 464.22
B933 2008 11 28 13 42 24 263.95
B934 2008 11 28 13 42 24 291.37
B935 2008 11 28 13 42 24 294.98
B072 2008 12 6 4 18 46 376.12
B073 2008 12 6 4 18 46 390.74
B075 2008 12 6 4 18 46 393.93
B076 2008 12 6 4 18 46 386.48
B078 2008 12 6 4 18 46 376.34
B079 2008 12 6 4 18 46 360.62
B081 2008 12 6 4 18 46 128.25
B082 2008 12 6 4 18 46 138.48
B084 2008 12 6 4 18 46 135.83
B086 2008 12 6 4 18 46 142.27
B087 2008 12 6 4 18 46 149.77
B088 2008 12 6 4 18 46 163.21
B089 2008 12 6 4 18 46 138.30
B093 2008 12 6 4 18 46 141.89
B900 2008 12 6 4 18 46 342.06
B901 2008 12 6 4 18 46 354.31
B916 2008 12 6 4 18 46 190.88
B917 2008 12 6 4 18 46 101.37
B918 2008 12 6 4 18 46 165.20
B921 2008 12 6 4 18 46 129.25
B001 2008 12 25 8 11 60 446.02
B003 2008 12 25 8 11 60 372.47
B004 2008 12 25 8 11 60 348.21
B005 2008 12 25 8 11 60 418.65
B006 2008 12 25 8 11 60 418.85
B007 2008 12 25 8 11 60 418.64
B009 2008 12 25 8 11 60 412.63
B010 2008 12 25 8 11 60 412.61
B011 2008 12 25 8 11 60 412.84
B012 2008 12 25 8 11 60 258.68
B013 2008 12 25 8 11 60 468.22
B014 2008 12 25 8 11 60 414.72
B017 2008 12 25 8 11 60 456.31
B018 2008 12 25 8 11 60 493.51
B019 2008 12 25 8 11 60 469.14
B020 2008 12 25 8 11 60 473.75
B022 2008 12 25 8 11 60 498.11
B926 2008 12 25 8 11 60 361.88
B927 2008 12 25 8 11 60 314.34
B928 2008 12 25 8 11 60 288.33
B943 2008 12 25 8 11 60 468.18
B079 2009 3 24 11 55 46 494.92
B081 2009 3 24 11 55 46 108.33
B082 2009 3 24 11 55 46 93.59
B084 2009 3 24 11 55 46 82.25
B086 2009 3 24 11 55 46 86.49
B087 2009 3 24 11 55 46 90.95
B088 2009 3 24 11 55 46 90.63
B089 2009 3 24 11 55 46 93.66
B093 2009 3 24 11 55 46 108.06
B900 2009 3 24 11 55 46 477.61
B901 2009 3 24 11 55 46 488.50
B916 2009 3 24 11 55 46 368.77
B917 2009 3 24 11 55 46 273.60
B918 2009 3 24 11 55 46 341.29
B921 2009 3 24 11 55 46 301.95
B022 2009 4 16 4 18 32 487.00
B024 2009 4 16 4 18 32 478.47
B026 2009 4 16 4 18 32 469.00
B031 2009 4 16 4 18 32 485.18
B032 2009 4 16 4 18 32 485.42
B027 2009 8 7 10 49 39 479.92
B028 2009 8 7 10 49 39 479.49
B030 2009 8 7 10 49 39 429.54
B031 2009 8 7 10 49 39 381.79
B032 2009 8 7 10 49 39 382.14
B033 2009 8 7 10 49 39 349.10
B035 2009 8 7 10 49 39 260.24
B036 2009 8 7 10 49 39 260.53
B039 2009 8 7 10 49 39 216.26
B040 2009 8 7 10 49 39 245.41
B045 2009 8 7 10 49 39 53.11
B054 2009 8 7 10 49 39 343.24
B057 2009 8 7 10 49 39 309.76
B058 2009 8 7 10 49 39 471.02
B065 2009 8 7 10 49 39 481.40
B066 2009 8 7 10 49 39 465.07
B067 2009 8 7 10 49 39 474.98
B933 2009 8 7 10 49 39 62.67
B934 2009 8 7 10 49 39 94.71
B935 2009 8 7 10 49 39 88.00
B020 2009 8 29 10 11 16 473.15
B022 2009 8 29 10 11 16 442.56
B024 2009 8 29 10 11 16 431.77
B026 2009 8 29 10 11 16 420.21
B027 2009 8 29 10 11 16 466.14
B028 2009 8 29 10 11 16 465.96
B030 2009 8 29 10 11 16 478.78
B031 2009 8 29 10 11 16 430.59
B032 2009 8 29 10 11 16 430.85
B033 2009 8 29 10 11 16 458.01
B035 2009 8 29 10 11 16 461.70
B036 2009 8 29 10 11 16 461.74
B019 2009 8 29 10 24 12 499.99
B020 2009 8 29 10 24 12 470.66
B022 2009 8 29 10 24 12 439.74
B024 2009 8 29 10 24 12 428.62
B026 2009 8 29 10 24 12 416.74
B027 2009 8 29 10 24 12 461.79
B028 2009 8 29 10 24 12 461.60
B030 2009 8 29 10 24 12 474.07
B031 2009 8 29 10 24 12 425.76
B032 2009 8 29 10 24 12 426.01
B033 2009 8 29 10 24 12 452.97
B035 2009 8 29 10 24 12 456.44
B036 2009 8 29 10 24 12 456.47
B020 2009 8 29 13 5 54 471.06
B022 2009 8 29 13 5 54 440.94
B024 2009 8 29 13 5 54 430.59
B026 2009 8 29 13 5 54 419.51
B027 2009 8 29 13 5 54 466.74
B028 2009 8 29 13 5 54 466.57
B030 2009 8 29 13 5 54 480.08
B031 2009 8 29 13 5 54 432.39
B032 2009 8 29 13 5 54 432.64
B033 2009 8 29 13 5 54 460.24
B035 2009 8 29 13 5 54 464.92
B036 2009 8 29 13 5 54 464.96
B081 2009 9 19 22 55 22 198.59
B082 2009 9 19 22 55 22 181.99
B084 2009 9 19 22 55 22 174.82
B086 2009 9 19 22 55 22 174.64
B087 2009 9 19 22 55 22 174.11
B088 2009 9 19 22 55 22 166.12
B089 2009 9 19 22 55 22 182.14
B093 2009 9 19 22 55 22 192.33
B916 2009 9 19 22 55 22 476.06
B917 2009 9 19 22 55 22 380.15
B918 2009 9 19 22 55 22 448.12
B921 2009 9 19 22 55 22 408.20
B054 2009 10 1 10 1 28 421.76
B057 2009 10 1 10 1 28 458.42
B058 2009 10 1 10 1 28 338.91
B065 2009 10 1 10 1 28 328.81
B066 2009 10 1 10 1 28 340.75
B067 2009 10 1 10 1 28 337.12
B072 2009 10 1 10 1 28 234.45
B073 2009 10 1 10 1 28 242.50
B075 2009 10 1 10 1 28 246.74
B076 2009 10 1 10 1 28 238.53
B078 2009 10 1 10 1 28 234.26
B079 2009 10 1 10 1 28 226.30
B081 2009 10 1 10 1 28 312.11
B082 2009 10 1 10 1 28 327.51
B084 2009 10 1 10 1 28 330.71
B086 2009 10 1 10 1 28 333.81
B087 2009 10 1 10 1 28 338.00
B088 2009 10 1 10 1 28 350.14
B089 2009 10 1 10 1 28 327.32
B093 2009 10 1 10 1 28 323.04
B900 2009 10 1 10 1 28 210.33
B901 2009 10 1 10 1 28 221.87
B916 2009 10 1 10 1 28 29.58
B917 2009 10 1 10 1 28 121.35
B918 2009 10 1 10 1 28 54.68
B921 2009 10 1 10 1 28 94.23
B054 2009 10 3 1 9 24 420.83
B057 2009 10 3 1 9 24 457.40
B058 2009 10 3 1 9 24 339.27
B065 2009 10 3 1 9 24 329.26
B066 2009 10 3 1 9 24 341.02
B067 2009 10 3 1 9 24 337.53
B072 2009 10 3 1 9 24 236.76
B073 2009 10 3 1 9 24 244.54
B075 2009 10 3 1 9 24 248.79
B076 2009 10 3 1 9 24 240.60
B078 2009 10 3 1 9 24 236.57
B079 2009 10 3 1 9 24 228.92
B081 2009 10 3 1 9 24 316.21
B082 2009 10 3 1 9 24 331.54
B084 2009 10 3 1 9 24 334.64
B086 2009 10 3 1 9 24 337.80
B087 2009 10 3 1 9 24 342.04
B088 2009 10 3 1 9 24 354.20
B089 2009 10 3 1 9 24 331.35
B093 2009 10 3 1 9 24 327.17
B900 2009 10 3 1 9 24 213.15
B901 2009 10 3 1 9 24 224.58
B916 2009 10 3 1 9 24 35.70
B917 2009 10 3 1 9 24 125.80
B918 2009 10 3 1 9 24 60.15
B921 2009 10 3 1 9 24 99.09
B054 2009 10 3 1 16 6 424.96
B057 2009 10 3 1 16 6 461.55
B058 2009 10 3 1 16 6 343.05
B065 2009 10 3 1 16 6 333.01
B066 2009 10 3 1 16 6 344.84
B067 2009 10 3 1 16 6 341.29
B072 2009 10 3 1 16 6 239.48
B073 2009 10 3 1 16 6 247.45
B075 2009 10 3 1 16 6 251.69
B076 2009 10 3 1 16 6 243.49
B078 2009 10 3 1 16 6 239.30
B079 2009 10 3 1 16 6 231.41
B081 2009 10 3 1 16 6 312.85
B082 2009 10 3 1 16 6 328.14
B084 2009 10 3 1 16 6 331.15
B086 2009 10 3 1 16 6 334.38
B087 2009 10 3 1 16 6 338.69
B088 2009 10 3 1 16 6 350.90
B089 2009 10 3 1 16 6 327.96
B093 2009 10 3 1 16 6 323.90
B900 2009 10 3 1 16 6 215.48
B901 2009 10 3 1 16 6 226.99
B916 2009 10 3 1 16 6 31.14
B917 2009 10 3 1 16 6 121.94
B918 2009 10 3 1 16 6 56.12
B921 2009 10 3 1 16 6 95.35
B019 2009 11 4 12 38 29 464.91
B020 2009 11 4 12 38 29 432.11
B022 2009 11 4 12 38 29 390.98
B023 2009 11 4 12 38 29 448.93
B024 2009 11 4 12 38 29 369.16
B026 2009 11 4 12 38 29 346.32
B027 2009 11 4 12 38 29 358.32
B028 2009 11 4 12 38 29 358.04
B030 2009 11 4 12 38 29 356.21
B031 2009 11 4 12 38 29 301.04
B032 2009 11 4 12 38 29 301.36
B033 2009 11 4 12 38 29 320.27
B035 2009 11 4 12 38 29 312.06
B036 2009 11 4 12 38 29 312.12
B039 2009 11 4 12 38 29 425.71
B040 2009 11 4 12 38 29 412.49
B045 2009 11 4 12 38 29 402.37
B203 2009 11 4 12 38 29 496.26
B933 2009 11 4 12 38 29 437.18
B934 2009 11 4 12 38 29 470.37
B935 2009 11 4 12 38 29 421.99
B020 2009 12 15 3 34 5 480.53
B022 2009 12 15 3 34 5 449.37
B024 2009 12 15 3 34 5 437.98
B026 2009 12 15 3 34 5 425.76
B027 2009 12 15 3 34 5 469.58
B028 2009 12 15 3 34 5 469.39
B030 2009 12 15 3 34 5 481.01
B031 2009 12 15 3 34 5 432.03
B032 2009 12 15 3 34 5 432.30
B033 2009 12 15 3 34 5 458.58
B035 2009 12 15 3 34 5 460.30
B036 2009 12 15 3 34 5 460.34
B081 2009 12 30 18 49 1 200.53
B082 2009 12 30 18 49 1 184.03
B084 2009 12 30 18 49 1 175.89
B086 2009 12 30 18 49 1 176.58
B087 2009 12 30 18 49 1 176.93
B088 2009 12 30 18 49 1 170.01
B089 2009 12 30 18 49 1 184.16
B093 2009 12 30 18 49 1 195.32
B916 2009 12 30 18 49 1 473.26
B917 2009 12 30 18 49 1 377.82
B918 2009 12 30 18 49 1 445.62
B921 2009 12 30 18 49 1 406.05
B027 2010 1 10 0 27 47 465.70
B028 2010 1 10 0 27 47 465.27
B030 2010 1 10 0 27 47 417.35
B031 2010 1 10 0 27 47 367.27
B032 2010 1 10 0 27 47 367.63
B033 2010 1 10 0 27 47 337.12
B035 2010 1 10 0 27 47 249.81
B036 2010 1 10 0 27 47 250.10
B039 2010 1 10 0 27 47 222.14
B040 2010 1 10 0 27 47 247.53
B045 2010 1 10 0 27 47 72.21
B054 2010 1 10 0 27 47 372.31
B057 2010 1 10 0 27 47 338.65
B058 2010 1 10 0 27 47 499.89
B066 2010 1 10 0 27 47 493.96
B933 2010 1 10 0 27 47 90.47
B934 2010 1 10 0 27 47 123.28
B935 2010 1 10 0 27 47 106.67
B027 2010 2 4 20 20 24 489.96
B028 2010 2 4 20 20 24 489.53
B030 2010 2 4 20 20 24 442.79
B031 2010 2 4 20 20 24 391.50
B032 2010 2 4 20 20 24 391.87
B033 2010 2 4 20 20 24 362.79
B035 2010 2 4 20 20 24 276.35
B036 2010 2 4 20 20 24 276.64
B039 2010 2 4 20 20 24 250.64
B040 2010 2 4 20 20 24 276.35
B045 2010 2 4 20 20 24 93.98
B054 2010 2 4 20 20 24 373.61
B057 2010 2 4 20 20 24 338.80
B058 2010 2 4 20 20 24 499.45
B066 2010 2 4 20 20 24 493.69
B933 2010 2 4 20 20 24 102.24
B934 2010 2 4 20 20 24 133.14
B935 2010 2 4 20 20 24 129.69
B022 2010 3 13 4 53 41 481.77
B024 2010 3 13 4 53 41 474.31
B026 2010 3 13 4 53 41 465.98
B031 2010 3 13 4 53 41 488.26
B032 2010 3 13 4 53 41 488.50
B081 2010 4 4 22 41 9 198.96
B082 2010 4 4 22 41 9 182.38
B084 2010 4 4 22 41 9 175.83
B086 2010 4 4 22 41 9 175.13
B087 2010 4 4 22 41 9 174.05
B088 2010 4 4 22 41 9 165.44
B089 2010 4 4 22 41 9 182.54
B093 2010 4 4 22 41 9 192.08
B916 2010 4 4 22 41 9 478.75
B917 2010 4 4 22 41 9 382.65
B918 2010 4 4 22 41 9 450.64
B921 2010 4 4 22 41 9 410.56
B081 2010 4 5 11 14 18 137.81
B082 2010 4 5 11 14 18 121.42
B084 2010 4 5 11 14 18 115.04
B086 2010 4 5 11 14 18 114.27
B087 2010 4 5 11 14 18 113.37
B088 2010 4 5 11 14 18 105.50
B089 2010 4 5 11 14 18 121.57
B093 2010 4 5 11 14 18 131.29
B916 2010 4 5 11 14 18 417.94
B917 2010 4 5 11 14 18 321.82
B918 2010 4 5 11 14 18 389.65
B921 2010 4 5 11 14 18 349.44
B081 2010 4 5 13 33 11 140.32
B082 2010 4 5 13 33 11 123.94
B084 2010 4 5 13 33 11 116.48
B086 2010 4 5 13 33 11 116.63
B087 2010 4 5 13 33 11 116.66
B088 2010 4 5 13 33 11 109.87
B089 2010 4 5 13 33 11 124.07
B093 2010 4 5 13 33 11 134.82
B916 2010 4 5 13 33 11 417.19
B917 2010 4 5 13 33 11 321.23
B918 2010 4 5 13 33 11 389.10
B921 2010 4 5 13 33 11 349.08
B081 2010 4 8 16 44 30 211.75
B082 2010 4 8 16 44 30 195.14
B084 2010 4 8 16 44 30 188.24
B086 2010 4 8 16 44 30 187.83
B087 2010 4 8 16 44 30 187.02
B088 2010 4 8 16 44 30 178.67
B089 2010 4 8 16 44 30 195.29
B093 2010 4 8 16 44 30 205.16
B916 2010 4 8 16 44 30 490.05
B917 2010 4 8 16 44 30 394.10
B918 2010 4 8 16 44 30 462.07
B921 2010 4 8 16 44 30 422.12
B081 2010 4 15 10 20 49 240.44
B082 2010 4 15 10 20 49 223.83
B084 2010 4 15 10 20 49 216.97
B086 2010 4 15 10 20 49 216.53
B087 2010 4 15 10 20 49 215.63
B088 2010 4 15 10 20 49 207.08
B089 2010 4 15 10 20 49 223.99
B093 2010 4 15 10 20 49 233.72
B917 2010 4 15 10 20 49 422.56
B918 2010 4 15 10 20 49 490.51
B921 2010 4 15 10 20 49 450.63
B022 2010 5 7 17 46 14 497.33
B024 2010 5 7 17 46 14 490.68
B026 2010 5 7 17 46 14 483.08
B024 2010 5 7 18 41 57 495.79
B026 2010 5 7 18 41 57 488.51
B022 2010 5 7 20 2 19 497.58
B024 2010 5 7 20 2 19 491.02
B026 2010 5 7 20 2 19 483.52
B081 2010 5 8 18 33 12 153.18
B082 2010 5 8 18 33 12 136.78
B084 2010 5 8 18 33 12 131.05
B086 2010 5 8 18 33 12 129.72
B087 2010 5 8 18 33 12 128.13
B088 2010 5 8 18 33 12 119.30
B089 2010 5 8 18 33 12 136.94
B093 2010 5 8 18 33 12 145.86
B916 2010 5 8 18 33 12 435.24
B917 2010 5 8 18 33 12 339.02
B918 2010 5 8 18 33 12 406.87
B921 2010 5 8 18 33 12 366.56
B081 2010 5 8 18 46 28 150.99
B082 2010 5 8 18 46 28 134.59
B084 2010 5 8 18 46 28 129.25
B086 2010 5 8 18 46 28 127.59
B087 2010 5 8 18 46 28 125.67
B088 2010 5 8 18 46 28 116.44
B089 2010 5 8 18 46 28 134.75
B093 2010 5 8 18 46 28 143.31
B916 2010 5 8 18 46 28 434.40
B917 2010 5 8 18 46 28 338.08
B918 2010 5 8 18 46 28 405.94
B921 2010 5 8 18 46 28 365.55
B022 2010 5 13 5 35 14 474.63
B024 2010 5 13 5 35 14 447.54
B026 2010 5 13 5 35 14 418.79
B027 2010 5 13 5 35 14 400.25
B028 2010 5 13 5 35 14 399.89
B030 2010 5 13 5 35 14 380.16
B031 2010 5 13 5 35 14 319.84
B032 2010 5 13 5 35 14 320.24
B033 2010 5 13 5 35 14 322.09
B035 2010 5 13 5 35 14 281.11
B036 2010 5 13 5 35 14 281.27
B039 2010 5 13 5 35 14 365.01
B040 2010 5 13 5 35 14 362.45
B045 2010 5 13 5 35 14 303.77
B933 2010 5 13 5 35 14 334.25
B934 2010 5 13 5 35 14 367.86
B935 2010 5 13 5 35 14 328.78
B081 2010 5 22 17 31 0 151.32
B082 2010 5 22 17 31 0 135.02
B084 2010 5 22 17 31 0 129.89
B086 2010 5 22 17 31 0 128.09
B087 2010 5 22 17 31 0 126.02
B088 2010 5 22 17 31 0 116.67
B089 2010 5 22 17 31 0 135.18
B093 2010 5 22 17 31 0 143.50
B916 2010 5 22 17 31 0 434.74
B917 2010 5 22 17 31 0 338.48
B918 2010 5 22 17 31 0 406.26
B921 2010 5 22 17 31 0 365.87
B081 2010 6 15 4 27 1 135.89
B082 2010 6 15 4 27 1 119.67
B084 2010 6 15 4 27 1 115.34
B086 2010 6 15 4 27 1 112.90
B087 2010 6 15 4 27 1 110.25
B088 2010 6 15 4 27 1 100.34
B089 2010 6 15 4 27 1 119.84
B093 2010 6 15 4 27 1 127.50
B900 2010 6 15 4 27 1 499.69
B916 2010 6 15 4 27 1 421.27
B917 2010 6 15 4 27 1 324.92
B918 2010 6 15 4 27 1 392.64
B921 2010 6 15 4 27 1 352.11
B072 2010 7 7 23 53 38 442.22
B073 2010 7 7 23 53 38 458.99
B075 2010 7 7 23 53 38 461.00
B076 2010 7 7 23 53 38 455.15
B078 2010 7 7 23 53 38 442.67
B079 2010 7 7 23 53 38 424.58
B081 2010 7 7 23 53 38 46.08
B082 2010 7 7 23 53 38 33.86
B084 2010 7 7 23 53 38 34.15
B086 2010 7 7 23 53 38 30.33
B087 2010 7 7 23 53 38 28.29
B088 2010 7 7 23 53 38 27.76
B089 2010 7 7 23 53 38 33.97
B093 2010 7 7 23 53 38 40.13
B900 2010 7 7 23 53 38 407.93
B901 2010 7 7 23 53 38 418.23
B916 2010 7 7 23 53 38 326.80
B917 2010 7 7 23 53 38 231.04
B918 2010 7 7 23 53 38 298.01
B921 2010 7 7 23 53 38 257.49
B014 2010 7 28 16 12 7 455.28
B017 2010 7 28 16 12 7 412.09
B018 2010 7 28 16 12 7 431.87
B019 2010 7 28 16 12 7 375.45
B020 2010 7 28 16 12 7 342.17
B022 2010 7 28 16 12 7 298.59
B023 2010 7 28 16 12 7 353.23
B024 2010 7 28 16 12 7 274.07
B026 2010 7 28 16 12 7 249.00
B027 2010 7 28 16 12 7 260.36
B028 2010 7 28 16 12 7 260.10
B030 2010 7 28 16 12 7 263.50
B031 2010 7 28 16 12 7 212.58
B032 2010 7 28 16 12 7 212.85
B033 2010 7 28 16 12 7 239.80
B035 2010 7 28 16 12 7 254.33
B036 2010 7 28 16 12 7 254.31
B039 2010 7 28 16 12 7 383.59
B040 2010 7 28 16 12 7 362.16
B045 2010 7 28 16 12 7 401.41
B201 2010 7 28 16 12 7 412.62
B202 2010 7 28 16 12 7 415.64
B203 2010 7 28 16 12 7 398.67
B204 2010 7 28 16 12 7 405.88
B933 2010 7 28 16 12 7 440.68
B934 2010 7 28 16 12 7 471.88
B935 2010 7 28 16 12 7 413.13
B941 2010 7 28 16 12 7 469.60
B081 2010 9 14 10 52 22 224.87
B082 2010 9 14 10 52 22 208.29
B084 2010 9 14 10 52 22 201.55
B086 2010 9 14 10 52 22 201.01
B087 2010 9 14 10 52 22 200.03
B088 2010 9 14 10 52 22 191.45
B089 2010 9 14 10 52 22 208.44
B093 2010 9 14 10 52 22 218.08
B917 2010 9 14 10 52 22 407.52
B918 2010 9 14 10 52 22 475.46
B921 2010 9 14 10 52 22 435.51
B081 2010 9 20 0 30 6 232.80
B082 2010 9 20 0 30 6 216.21
B084 2010 9 20 0 30 6 209.22
B086 2010 9 20 0 30 6 208.89
B087 2010 9 20 0 30 6 208.12
B088 2010 9 20 0 30 6 199.74
B089 2010 9 20 0 30 6 216.36
B093 2010 9 20 0 30 6 226.24
B917 2010 9 20 0 30 6 414.40
B918 2010 9 20 0 30 6 482.31
B921 2010 9 20 0 30 6 442.47
B001 2010 10 4 14 51 60 481.98
B003 2010 10 4 14 51 60 409.59
B004 2010 10 4 14 51 60 384.69
B005 2010 10 4 14 51 60 454.94
B006 2010 10 4 14 51 60 455.14
B007 2010 10 4 14 51 60 454.95
B009 2010 10 4 14 51 60 444.45
B010 2010 10 4 14 51 60 444.42
B011 2010 10 4 14 51 60 444.66
B012 2010 10 4 14 51 60 288.69
B014 2010 10 4 14 51 60 454.64
B017 2010 10 4 14 51 60 498.05
B926 2010 10 4 14 51 60 392.54
B927 2010 10 4 14 51 60 340.58
B928 2010 10 4 14 51 60 319.35
B024 2010 10 13 10 50 26 496.10
B026 2010 10 13 10 50 26 467.19
B027 2010 10 13 10 50 26 445.83
B028 2010 10 13 10 50 26 445.47
B030 2010 10 13 10 50 26 423.01
B031 2010 10 13 10 50 26 362.58
B032 2010 10 13 10 50 26 362.97
B033 2010 10 13 10 50 26 361.20
B035 2010 10 13 10 50 26 312.03
B036 2010 10 13 10 50 26 312.23
B039 2010 10 13 10 50 26 381.38
B040 2010 10 13 10 50 26 383.72
B045 2010 10 13 10 50 26 297.87
B933 2010 10 13 10 50 26 323.61
B934 2010 10 13 10 50 26 356.93
B935 2010 10 13 10 50 26 326.57
B019 2010 11 21 23 46 36 481.03
B020 2010 11 21 23 46 36 449.16
B022 2010 11 21 23 46 36 411.30
B023 2010 11 21 23 46 36 472.84
B024 2010 11 21 23 46 36 393.17
B026 2010 11 21 23 46 36 374.12
B027 2010 11 21 23 46 36 398.41
B028 2010 11 21 23 46 36 398.17
B030 2010 11 21 23 46 36 401.38
B031 2010 11 21 23 46 36 348.35
B032 2010 11 21 23 46 36 348.64
B033 2010 11 21 23 46 36 370.29
B035 2010 11 21 23 46 36 365.21
B036 2010 11 21 23 46 36 365.27
B039 2010 11 21 23 46 36 478.66
B040 2010 11 21 23 46 36 465.73
B045 2010 11 21 23 46 36 449.30
B933 2010 11 21 23 46 36 482.63
B935 2010 11 21 23 46 36 470.53
B081 2010 12 11 12 52 31 209.34
B082 2010 12 11 12 52 31 192.76
B084 2010 12 11 12 52 31 185.46
B086 2010 12 11 12 52 31 185.40
B087 2010 12 11 12 52 31 184.96
B088 2010 12 11 12 52 31 177.05
B089 2010 12 11 12 52 31 192.90
B093 2010 12 11 12 52 31 203.18
B916 2010 12 11 12 52 31 485.78
B917 2010 12 11 12 52 31 390.02
B918 2010 12 11 12 52 31 457.92
B921 2010 12 11 12 52 31 418.10
B019 2011 2 8 7 44 35 495.26
B020 2011 2 8 7 44 35 463.95
B022 2011 2 8 7 44 35 427.82
B023 2011 2 8 7 44 35 490.90
